run_id,universe_size,bond_id,rating_bucket,epsilon,n_dealers,br_slope,sinkhorn_wasserstein_tau_shift,dlambda_informed_ddelta,h_tail_mean,h_tail_std,tau_tail_mean,q_tail_mean,hit_cap,stability_label,adversarial_regime,br_slope_z,sinkhorn_wasserstein_tau_shift_z,dlambda_informed_ddelta_z,h_tail_mean_z,h_tail_std_z,tau_tail_mean_z,q_tail_mean_z,stability_code,data_is_synthetic,primary_source
400,20,0,HY,0.25,1,0.0690586933844728,0.0161216931216931,-0.0850077410169072,0.6551969483143962,0.4149639311883792,0.2463756613756613,0.0090918266192179,False,oscillating,normal,0.54694,-0.56448,0.8329,-1.09001,0.9737,-0.96066,0.40178,1,True,simulator_v1
401,20,1,IG,0.25,1,-0.1609661902321946,0.047516354016354,-0.257970772303549,3.731959370218429,0.3037582971368825,0.6846388888888889,0.0004515276108545,False,stable,normal,-1.18328,0.75642,-0.20431,0.52737,0.26891,0.53327,0.05573,0,True,simulator_v1
402,20,2,HY,0.25,1,0.0430426357156509,0.0444285714285714,-0.1218427209160196,1.497601109977575,0.5228741820556503,0.3660952380952381,-0.0346289114303686,False,oscillating,normal,0.35125,0.62651,0.61201,-0.64718,1.65761,-0.55257,-1.34929,1,True,simulator_v1
403,20,3,IG,0.25,1,0.1055762216281683,0.0131891534391534,-0.1991890315661154,2.8353256589405307,0.8185873001830889,0.5534986772486772,0.003550578247262,False,oscillating,normal,0.82162,-0.68786,0.14819,0.05603,3.53177,0.08625,0.17985,1,True,simulator_v1
404,20,4,IG,0.25,1,0.072224723951751,0.0919371091871091,-0.2474614094098468,3.4713392925046387,0.6131652975657867,0.6598478835978835,0.008153337746645,False,stable,normal,0.57075,2.62538,-0.14129,0.39037,2.22986,0.44876,0.36419,0,True,simulator_v1
405,20,5,IG,0.25,1,0.0841801303299045,0.0408664021164021,-0.2372122658402381,3.595218337334677,0.6945787008632872,0.6589047619047619,0.0012164901872048,False,stable,normal,0.66068,0.47663,-0.07983,0.45549,2.74583,0.44555,0.08636,0,True,simulator_v1
406,20,6,IG,0.25,1,0.057923606104401,0.0996439578939579,-0.278916843282405,4.312226535911842,0.4826223787327617,0.7611666666666667,-0.0039948007646658,False,stable,normal,0.46318,2.94964,-0.32992,0.8324,1.40251,0.79413,-0.12235,0,True,simulator_v1
407,20,7,IG,0.25,1,0.0073307923882213,0.1462016594516594,-0.2553859094809846,3.933377636702504,0.4643325024226159,0.7243333333333334,0.0034890970017929,False,stable,normal,0.08263,4.90852,-0.18881,0.63325,1.28659,0.66858,0.17738,0,True,simulator_v1
408,20,8,IG,0.25,1,-0.0009600018200578,0.1988052133052133,-0.2885648282609657,4.35933290533452,0.386167550494462,0.7858968253968254,-8.955019103525067e-05,False,stable,normal,0.02027,7.12176,-0.38777,0.85717,0.7912,0.87843,0.03406,0,True,simulator_v1
409,20,9,HY,0.25,1,0.0695146458895174,0.0133888888888888,-0.0902697324028549,0.7645448886330534,0.5413905563834831,0.2584444444444444,0.0515881655153083,False,oscillating,normal,0.55037,-0.67946,0.80135,-1.03253,1.77496,-0.91952,2.10381,1,True,simulator_v1
410,20,10,HY,0.25,1,0.0249219878122165,0.0403888888888888,-0.1571469922592667,2.3828997653394244,0.5178473215726199,0.4936111111111111,0.0159296468189488,False,stable,normal,0.21495,0.45654,0.4003,-0.1818,1.62575,-0.1179,0.67564,0,True,simulator_v1
411,20,11,IG,0.25,1,0.0198922357350894,0.0764095719095719,-0.14266143388577,1.976241459071321,0.4854251313503308,0.4388333333333333,-0.0002697794416924,False,stable,normal,0.17711,1.97208,0.48717,-0.39557,1.42027,-0.30462,0.02684,0,True,simulator_v1
412,20,12,HY,0.25,1,0.0517197831751838,0.0079285714285714,-0.1413981353062363,1.703148819068584,0.508535176771343,0.3953333333333333,-0.0082305794434488,False,oscillating,normal,0.41652,-0.9092,0.49474,-0.53913,1.56674,-0.4529,-0.292,1,True,simulator_v1
413,20,13,HY,0.25,1,0.0748150142325843,0.0173730158730158,-0.0897496392256487,1.0456812101146504,0.5404419206246129,0.2990555555555556,-0.031946121493718,False,oscillating,normal,0.59023,-0.51183,0.80447,-0.88474,1.76895,-0.78109,-1.24184,1,True,simulator_v1
414,20,14,HY,0.25,1,0.110846559253633,0.0112936507936507,-0.111255667658808,1.0118260877442893,0.5596482993248723,0.3071825396825396,0.0223962289151252,False,oscillating,normal,0.86126,-0.76761,0.6755,-0.90254,1.89068,-0.75338,0.93464,1,True,simulator_v1
415,20,15,IG,0.25,1,0.0302009862920701,0.1606941697475585,-0.2286285048433321,3.645756071699702,0.4495916735445155,0.6853333333333335,0.0060004743470398,False,stable,normal,0.25465,5.51827,-0.02835,0.48206,1.19317,0.53564,0.27797,0,True,simulator_v1
416,20,16,IG,0.25,1,0.0395083189086869,0.0988909146409146,-0.2235169089302718,4.045436050351917,0.4633301963776867,0.726484126984127,0.0159281271794981,False,stable,normal,0.32466,2.91796,0.0023,0.69216,1.28024,0.67591,0.67558,0,True,simulator_v1
417,20,17,IG,0.25,1,-0.0211379420834485,0.112338023088023,-0.2665861416007674,4.20272499580606,0.3747960245174622,0.7627460317460317,-0.0013708178041106,False,stable,normal,-0.13151,3.48373,-0.25597,0.77484,0.71913,0.79952,-0.01726,0,True,simulator_v1
418,20,18,IG,0.25,1,-0.0183959560454762,0.1000608465608465,-0.1653490623848739,1.5378735556667693,0.385359760905951,0.3787791005291005,0.0068016830882809,False,oscillating,normal,-0.11088,2.96718,0.35112,-0.62601,0.78608,-0.50933,0.31006,1,True,simulator_v1
419,20,19,IG,0.25,1,0.0461610022668071,0.1483928571428571,-0.1978238091449577,3.1984534537142317,0.4924078963726372,0.6232777777777777,-0.0007379734327336,False,stable,normal,0.3747,5.00071,0.15637,0.24692,1.46452,0.3241,0.00809,0,True,simulator_v1
420,20,0,HY,0.25,2,0.0512891473004996,0.0095039682539682,-0.0636363659999537,0.5333484096189276,0.3603987327396195,0.2142830687830688,-0.0083569349108037,False,oscillating,normal,0.41328,-0.84291,0.96106,-1.15406,0.62788,-1.07005,-0.29706,1,True,simulator_v1
421,20,1,IG,0.25,2,0.0386830706968022,0.0244050316871524,-0.2802151510859357,1.1675358526958368,0.210104686016349,0.3182255137649874,-0.0054590215874118,False,stable,normal,0.31846,-0.21597,-0.3377,-0.82069,-0.32464,-0.71574,-0.181,0,True,simulator_v1
422,20,2,HY,0.25,2,0.0518091784158868,0.0142477152477152,-0.1003551086044775,0.6080845071271282,0.3137024707334364,0.2240347522847523,-0.0516730424875137,False,oscillating,normal,0.41719,-0.64333,0.74087,-1.11478,0.33193,-1.03681,-2.03193,1,True,simulator_v1
423,20,3,IG,0.25,2,0.0480434320781648,0.062907568466392,-0.193041312271498,1.092976397059804,0.2882707443819068,0.3057168387168387,0.0066157306496781,False,oscillating,normal,0.38886,1.40399,0.18505,-0.85988,0.17075,-0.75838,0.30261,1,True,simulator_v1
424,20,4,IG,0.25,2,0.1152258390614826,0.0359835679026855,-0.2494426629329462,1.2065821358648263,0.413200731522271,0.3220934735199441,0.0199501230903767,False,oscillating,normal,0.8942,0.27119,-0.15317,-0.80016,0.96253,-0.70256,0.83667,1,True,simulator_v1
425,20,5,IG,0.25,2,0.1011055019920056,0.0954551327155816,-0.229325238985302,1.7031159650816077,0.4769796285487776,0.3957814766932414,-0.0237653478372902,False,oscillating,normal,0.78799,2.7734,-0.03253,-0.53914,1.36674,-0.45137,-0.91419,1,True,simulator_v1
426,20,6,IG,0.25,2,0.1076556690930371,0.0861059494198039,-0.3194416494043422,1.6533110933183324,0.3928836522359206,0.390501243854185,-0.0143390534502797,False,stable,normal,0.83726,2.38004,-0.57293,-0.56532,0.83376,-0.46937,-0.53665,0,True,simulator_v1
427,20,7,IG,0.25,2,0.0748570369968351,0.0380147583897583,-0.2579039369712439,2.03475056581864,0.3767744237067459,0.4386546324046324,0.0026321743658678,False,stable,normal,0.59055,0.35665,-0.20391,-0.36481,0.73167,-0.30523,0.14306,0,True,simulator_v1
428,20,8,IG,0.25,2,0.0075259385903056,0.0110093816142577,-0.3594455276704788,0.8682684809767649,0.1552180839645997,0.2795669048443816,0.0211915242361995,False,stable,normal,0.0841,-0.77957,-0.81283,-0.978,-0.6725,-0.84752,0.88639,0,True,simulator_v1
429,20,9,HY,0.25,2,-0.0252600776250878,0.0139775132275132,-0.070253009364718,0.6536179512521714,0.300676826271567,0.2388373015873015,-0.0612324624569647,False,oscillating,normal,-0.16252,-0.65469,0.92138,-1.09084,0.24938,-0.98636,-2.41479,1,True,simulator_v1
430,20,10,HY,0.25,2,0.06913599516075,0.0526650109150109,-0.1412088172774233,0.94967828165906,0.3836463113829531,0.2841185666185666,-0.0408990207455322,False,oscillating,normal,0.54752,0.97305,0.49588,-0.93521,0.77522,-0.832,-1.60041,1,True,simulator_v1
431,20,11,IG,0.25,2,0.079260263842234,0.0124895382395382,-0.126569625714449,0.6080842637115379,0.3352403398220058,0.2458388648388647,0.0153360743354383,False,oscillating,normal,0.62367,-0.7173,0.58367,-1.11478,0.46844,-0.96249,0.65187,1,True,simulator_v1
432,20,12,HY,0.25,2,0.0754312984589355,0.0452705627705627,-0.1180898953125583,0.8949683151016721,0.4122862651671472,0.2793273208273208,-0.0260315688142318,False,oscillating,normal,0.59487,0.66193,0.63452,-0.96397,0.95673,-0.84834,-1.00495,1,True,simulator_v1
433,20,13,HY,0.25,2,0.0851575861383484,0.0458505291005291,-0.0690481951163031,0.6184304675097397,0.4717934910804631,0.2324907407407407,-0.0478011296842885,False,oscillating,normal,0.66803,0.68633,0.92861,-1.10934,1.33388,-1.00799,-1.87685,1,True,simulator_v1
434,20,14,HY,0.25,2,0.0360755880225431,0.0684761904761904,-0.0829991359512716,0.9788754990093216,0.4152413677311816,0.2901349206349206,0.002527868576424,False,oscillating,normal,0.29884,1.63829,0.84495,-0.91986,0.97546,-0.8115,0.13889,1,True,simulator_v1
435,20,15,IG,0.25,2,0.0778435275883701,0.0999102934102934,-0.2355933743244087,2.0756101161419025,0.4837462837063773,0.4554329189329189,-0.0023073034096966,False,stable,normal,0.61301,2.96085,-0.07012,-0.34333,1.40963,-0.24804,-0.05477,0,True,simulator_v1
436,20,16,IG,0.25,2,0.0830592189560744,0.0462899105252046,-0.2504343086254421,1.1440313481587772,0.4159435977937513,0.3094489815739816,-0.0088576631392371,False,oscillating,normal,0.65225,0.70482,-0.15912,-0.83304,0.97991,-0.74566,-0.31712,1,True,simulator_v1
437,20,17,IG,0.25,2,0.1172216424175615,0.1256367882633362,-0.3045017171743501,1.4460914463940189,0.5677886008819754,0.3703613192363192,-0.0368234772155009,False,oscillating,normal,0.90921,4.04327,-0.48334,-0.67426,1.94227,-0.53802,-1.43718,1,True,simulator_v1
438,20,18,IG,0.25,2,0.1015745219096447,0.048541366041366,-0.1303629160036603,1.0632359705892618,0.607978820623437,0.2941153198653198,-0.0018795850609253,False,oscillating,normal,0.79152,0.79955,0.56092,-0.87551,2.19698,-0.79793,-0.03764,1,True,simulator_v1
439,20,19,IG,0.25,2,0.0319199646295936,0.0194900165194282,-0.2141802419673871,0.5745244246184582,0.1992053125839004,0.2371536889036888,0.0017000107248541,False,oscillating,normal,0.26758,-0.42276,0.05829,-1.13242,-0.39372,-0.99209,0.10573,1,True,simulator_v1
440,20,0,HY,0.25,5,0.0508720845049753,0.0279285714285714,-0.0415644098958347,0.3618361403872951,0.2866169568027849,0.188595238095238,0.0104972250235129,False,oscillating,normal,0.41014,-0.06772,1.09342,-1.24422,0.16027,-1.15762,0.45807,1,True,simulator_v1
441,20,1,IG,0.25,5,0.0749341769128149,0.0069137004423314,-0.1923243496039941,0.5784708724358482,0.1871419465642716,0.2371406489009362,-0.0080591237892783,False,oscillating,normal,0.59113,-0.9519,0.18935,-1.13034,-0.47018,-0.99214,-0.28514,1,True,simulator_v1
442,20,2,HY,0.25,5,0.0167231771971401,0.0240648425648425,-0.0657423533047635,0.401859165249231,0.2445744089852985,0.2105530303030302,-0.0515141303338262,False,oscillating,normal,0.15328,-0.23028,0.94843,-1.22318,-0.10618,-1.08277,-2.02556,1,True,simulator_v1
443,20,3,IG,0.25,5,0.0474123010431129,0.022005151711034,-0.1315369523112244,0.6664801488490251,0.2138287030535844,0.236894328438446,-0.0165598308241354,False,oscillating,normal,0.38412,-0.31694,0.55388,-1.08408,-0.30104,-0.99298,-0.6256,1,True,simulator_v1
444,20,4,IG,0.25,5,0.0848125003317385,0.0146229483288979,-0.1727456941733915,0.5463270520905354,0.2331569706010114,0.2248852942722912,0.0402715454403387,False,oscillating,normal,0.66543,-0.62754,0.30676,-1.14724,-0.17854,-1.03391,1.65057,1,True,simulator_v1
445,20,5,IG,0.25,5,0.0132013123179411,0.0307996090596709,-0.1664078903670872,0.7573797521578702,0.1721492648208219,0.261133222714105,-0.0112789161711448,False,stable,normal,0.12679,0.05308,0.34477,-1.03629,-0.56519,-0.91035,-0.41409,0,True,simulator_v1
446,20,6,IG,0.25,5,-0.0164414086012001,0.0089267767248897,-0.2303771535804284,0.5333405890515805,0.1240196140905916,0.2302723008548245,0.0044792054901274,False,stable,normal,-0.09618,-0.8672,-0.03884,-1.15407,-0.87023,-1.01555,0.21704,0,True,simulator_v1
447,20,7,IG,0.25,5,0.0598202574366389,0.0149891050479958,-0.1973678217339006,0.4876148907592325,0.1714158444580912,0.2243303440339044,-0.0239740722103262,False,oscillating,normal,0.47745,-0.61213,0.15911,-1.1781,-0.56984,-1.03581,-0.92255,1,True,simulator_v1
448,20,8,IG,0.25,5,0.019394377059669,0.0192809604481432,-0.2383102010316233,0.6167557734904757,0.1359828628619823,0.241327922581372,-0.0540288853207514,False,stable,normal,0.17337,-0.43156,-0.08641,-1.11022,-0.79441,-0.97787,-2.12628,0,True,simulator_v1
449,20,9,HY,0.25,5,0.0667423968879968,0.0321626984126984,-0.0457206236081855,0.5168506689945265,0.3367293507938981,0.2029087301587301,0.0027460923755901,False,oscillating,normal,0.52951,0.11043,1.0685,-1.16273,0.47787,-1.10883,0.14763,1,True,simulator_v1
450,20,10,HY,0.25,5,0.0241646278786627,0.020253071003071,-0.094351133632826,0.7576915193599596,0.231663990604234,0.2473107818107817,-0.025284224148673,False,oscillating,normal,0.20925,-0.39066,0.77687,-1.03613,-0.18801,-0.95747,-0.97502,1,True,simulator_v1
451,20,11,IG,0.25,5,0.0591561520898263,0.0154442409442409,-0.0814432763160193,0.5856314030022619,0.3213689152576237,0.2373367373367373,-0.0058443294432216,False,oscillating,normal,0.47245,-0.59298,0.85428,-1.12658,0.38052,-0.99147,-0.19643,1,True,simulator_v1
452,20,12,HY,0.25,5,0.0631237667952853,0.0154058441558441,-0.0801869586769778,0.5249192329973607,0.2974456494882109,0.2285551948051948,-0.0093341652716096,False,oscillating,normal,0.50229,-0.5946,0.86181,-1.15849,0.2289,-1.0214,-0.3362,1,True,simulator_v1
453,20,13,HY,0.25,5,-0.0244803530251611,0.013273569023569,-0.0458910427886811,0.3543447688851888,0.2407540212802987,0.1934803992303992,-0.0709094825495669,False,oscillating,normal,-0.15665,-0.68431,1.06747,-1.24816,-0.13039,-1.14097,-2.80237,1,True,simulator_v1
454,20,14,HY,0.25,5,0.0304081540318864,0.0403243793243793,-0.0560483226055694,0.516584970702511,0.29912228344065,0.2240823158323158,-0.0930047969452407,False,oscillating,normal,0.25621,0.45383,1.00656,-1.16287,0.23953,-1.03665,-3.68732,1,True,simulator_v1
455,20,15,IG,0.25,5,0.0909754703372077,0.015164624175847,-0.175576928069819,0.5372188411554282,0.1742773077669943,0.2361935383301482,-0.0216570023457762,False,oscillating,normal,0.71179,-0.60475,0.28978,-1.15203,-0.55171,-0.99537,-0.82975,1,True,simulator_v1
456,20,16,IG,0.25,5,0.0409373324622019,0.0286792775570201,-0.1754746980230588,0.5382206204408564,0.1814127362653902,0.2291194941190734,-0.020313338747316,False,oscillating,normal,0.33541,-0.03613,0.2904,-1.1515,-0.50649,-1.01948,-0.77593,1,True,simulator_v1
457,20,17,IG,0.25,5,-0.0198692925423198,0.0048322581937222,-0.2132299947614658,0.5900412057021751,0.1292071020175011,0.2364498897125966,0.0243738268995449,False,stable,normal,-0.12197,-1.03947,0.06399,-1.12426,-0.83735,-0.99449,1.01384,0,True,simulator_v1
458,20,18,IG,0.25,5,-0.0440690834003716,0.0137983171512583,-0.0906290120752561,0.3339443544311822,0.1633339920625897,0.1979907369319134,0.0015535086495865,False,oscillating,normal,-0.30399,-0.66223,0.79919,-1.25888,-0.62106,-1.12559,0.09986,1,True,simulator_v1
459,20,19,IG,0.25,5,-0.0016909608782821,0.0134966658298701,-0.1398297808760491,0.4612610634581043,0.1648492018978682,0.2248884110528847,-0.0057889710266648,False,oscillating,normal,0.01477,-0.67492,0.50415,-1.19196,-0.61146,-1.0339,-0.19421,1,True,simulator_v1
