run_id,universe_size,bond_id,rating_bucket,epsilon,n_dealers,br_slope,sinkhorn_wasserstein_tau_shift,dlambda_informed_ddelta,h_tail_mean,h_tail_std,tau_tail_mean,q_tail_mean,hit_cap,stability_label,adversarial_regime,br_slope_z,sinkhorn_wasserstein_tau_shift_z,dlambda_informed_ddelta_z,h_tail_mean_z,h_tail_std_z,tau_tail_mean_z,q_tail_mean_z,stability_code,data_is_synthetic,primary_source
506,20,6,IG,0.35,2,0.0612452066601522,0.0958405428993664,-0.3458904698401458,4.20848097933722,0.3186002356702389,0.7503082010582012,-0.0078272168068535,False,stable,normal,0.48816,2.78962,-0.73154,0.77787,0.36298,0.75712,-0.27585,0,True,simulator_v1
507,20,7,IG,0.35,2,0.0890606636804049,0.1158651302401302,-0.2913013280263636,4.216379908278143,0.4511327873896312,0.7483425925925925,-0.0030059906246453,False,stable,normal,0.69739,3.63213,-0.40418,0.78202,1.20293,0.75042,-0.08275,0,True,simulator_v1
508,20,8,IG,0.35,2,0.0929711154816976,0.1561771803904156,-0.3491064832842849,4.182565385352497,0.4755565631199945,0.7446997354497353,0.0079124868676078,False,stable,normal,0.7268,5.32823,-0.75083,0.76424,1.35773,0.738,0.35455,0,True,simulator_v1
509,20,9,HY,0.35,2,-0.0225853421889986,0.045,-0.0891195865691741,1.4755762019435492,0.4076483183311698,0.346579365079365,-0.0264532003339185,False,oscillating,normal,-0.1424,0.65055,0.80824,-0.65876,0.92734,-0.61909,-1.02184,1,True,simulator_v1
510,20,10,HY,0.35,2,0.0596832005080971,0.0777472342472342,-0.1666432168728369,2.688647064676541,0.458008013160091,0.540611111111111,-0.0195799715358894,False,stable,normal,0.47642,2.02836,0.34336,-0.02107,1.24651,0.04232,-0.74656,0,True,simulator_v1
511,20,11,IG,0.35,2,0.0998620940441822,0.02175,-0.1438523948228748,2.564308348994291,0.6965268651320187,0.5201230158730158,-0.003727312622621,False,oscillating,normal,0.77864,-0.32767,0.48003,-0.08644,2.75818,-0.02752,-0.11164,1,True,simulator_v1
512,20,12,HY,0.35,2,0.0082945489170379,0.0220537518037518,-0.1426289172249234,2.268892382540651,0.4320177533995386,0.4791216931216931,-0.0009140722505454,False,stable,normal,0.08988,-0.31489,0.48736,-0.24173,1.08179,-0.16729,0.00103,0,True,simulator_v1
513,20,13,HY,0.35,2,0.0838128016694961,0.0214603174603174,-0.0909679723973714,1.1584984700953818,0.5973649504795138,0.3122539682539682,0.0098009719761247,False,oscillating,normal,0.65791,-0.33986,0.79716,-0.82544,2.12972,-0.7361,0.43018,1,True,simulator_v1
514,20,14,HY,0.35,2,0.0344426902664161,0.0526216931216931,-0.1041193436235692,2.065285956296101,0.5206077710140508,0.443063492063492,-0.0467396844931049,False,oscillating,normal,0.28656,0.97122,0.71829,-0.34876,1.64325,-0.2902,-1.83434,1,True,simulator_v1
515,20,15,IG,0.35,2,0.031680075350572,0.1098500753059576,-0.2731069828537997,3.841584464198119,0.3888940876022767,0.6995661375661375,0.0040436284261405,False,stable,normal,0.26578,3.37906,-0.29508,0.585,0.80848,0.58415,0.19959,0,True,simulator_v1
516,20,16,IG,0.35,2,0.0822228663830931,0.0514620423149834,-0.2707476722633509,3.6366483678818025,0.5640580022116664,0.6655974025974025,0.0028608562894695,False,stable,normal,0.64596,0.92243,-0.28093,0.47727,1.91863,0.46836,0.15222,0,True,simulator_v1
517,20,17,IG,0.35,2,0.0632249890641689,0.0247882117882117,-0.3302289600432253,3.6492812412510616,0.4301835720621887,0.6721008898508899,-0.0102063627647203,False,stable,normal,0.50306,-0.19984,-0.63762,0.48391,1.07016,0.49053,-0.37114,0,True,simulator_v1
518,20,18,IG,0.35,2,0.0932367372148267,0.0667795815295815,-0.1577223278103603,2.504089099021697,0.5594988126946197,0.530708152958153,-0.01208702847056,False,stable,normal,0.7288,1.5669,0.39685,-0.11809,1.88973,0.00856,-0.44646,0,True,simulator_v1
519,20,19,IG,0.35,2,0.0837367635180256,0.0275438912938912,-0.2271977216597457,3.232236063866792,0.4908281519007045,0.6122689995189995,0.0103075772032797,False,stable,normal,0.65734,-0.0839,-0.01977,0.26468,1.45451,0.28658,0.45047,0,True,simulator_v1
520,20,0,HY,0.35,5,0.053917951682191,0.0282830687830687,-0.0566236414424662,0.8721813542443039,0.362296980309343,0.287744708994709,0.0297208275375899,False,oscillating,normal,0.43305,-0.0528,1.00311,-0.97595,0.63991,-0.81964,1.228,1,True,simulator_v1
521,20,1,IG,0.35,5,-0.0272455435197405,0.0112235459746228,-0.2533591821582465,1.570031328179417,0.1636719241189737,0.3747662434184173,0.0154312717016068,False,stable,normal,-0.17745,-0.77056,-0.17666,-0.6091,-0.61892,-0.52301,0.65568,0,True,simulator_v1
522,20,2,HY,0.35,5,0.0752308720666009,0.0535162337662337,-0.0858755597172833,1.3666372379632878,0.4509498967239034,0.3504748677248677,0.0151317819806842,False,oscillating,normal,0.59336,1.00886,0.8277,-0.71602,1.20177,-0.60581,0.64369,1,True,simulator_v1
523,20,3,IG,0.35,5,-0.0081396520413914,0.0156997261997261,-0.1713467553223253,1.734930418566362,0.2371064751380016,0.3955893920893921,-0.0214635422829113,False,stable,normal,-0.03374,-0.58223,0.31515,-0.52242,-0.15351,-0.45203,-0.822,0,True,simulator_v1
524,20,4,IG,0.35,5,0.030772840619329,0.0346986788294837,-0.2244615941696046,1.6228254257369366,0.211878275491191,0.3870698849510769,-0.0044843399634915,False,stable,normal,0.25896,0.21713,-0.00336,-0.58135,-0.3134,-0.48107,-0.14196,0,True,simulator_v1
525,20,5,IG,0.35,5,0.0270901249745195,0.0161653021327943,-0.222704905423982,1.3947417852140886,0.2396258507614001,0.3573115382496187,0.0260440568110838,False,stable,normal,0.23126,-0.56264,0.00717,-0.70125,-0.13755,-0.58251,1.08074,0,True,simulator_v1
526,20,6,IG,0.35,5,-0.0333615619244662,0.0075902944515139,-0.3052574400478601,1.3920444583562366,0.1418847895922789,0.3553867550409985,0.0157266958217321,False,stable,normal,-0.22345,-0.92343,-0.48788,-0.70267,-0.757,-0.58907,0.66752,0,True,simulator_v1
527,20,7,IG,0.35,5,0.0749834155154295,0.0328255347323806,-0.2570281836273577,1.567111776736379,0.2647960560775717,0.3841818757581141,-0.0072106594860232,False,stable,normal,0.5915,0.13832,-0.19866,-0.61064,0.02198,-0.49091,-0.25115,0,True,simulator_v1
528,20,8,IG,0.35,5,0.0446976008436538,0.0123311128673054,-0.3109264300005842,1.6061591945675813,0.1869726886070799,0.3829105583672147,0.0054488219077483,False,stable,normal,0.3637,-0.72396,-0.52187,-0.59011,-0.47125,-0.49525,0.25587,0,True,simulator_v1
529,20,9,HY,0.35,5,0.0124036368215276,0.0144841269841269,-0.0609618564571955,1.2065851384391033,0.3378183669532703,0.3288201058201058,-0.0321466375963855,False,oscillating,normal,0.12079,-0.63338,0.9771,-0.80016,0.48477,-0.67963,-1.24987,1,True,simulator_v1
530,20,10,HY,0.35,5,0.0670194043719829,0.0323828208828208,-0.1227566140605489,1.842765685317896,0.3616358721061151,0.4128113275613276,0.0179334581218236,False,stable,normal,0.5316,0.11969,0.60653,-0.46573,0.63572,-0.39332,0.7559,0,True,simulator_v1
531,20,11,IG,0.35,5,0.0988154811573053,0.0213492063492063,-0.1097682777676392,1.234178957583081,0.4859517932306734,0.3280684223184223,0.0002230389600671,False,oscillating,normal,0.77076,-0.34454,0.68442,-0.78565,1.42361,-0.68219,0.04657,1,True,simulator_v1
532,20,12,HY,0.35,5,0.049386494737937,0.0562994227994227,-0.1070387901914651,1.1766699863208767,0.3074134765795892,0.3112063492063491,0.0296728408197474,False,oscillating,normal,0.39897,1.12596,0.70079,-0.81588,0.29208,-0.73967,1.22608,1,True,simulator_v1
533,20,13,HY,0.35,5,0.0409594137220082,0.0976547619047619,-0.0595623786759304,1.5457304720996974,0.4493575469677485,0.3692896825396825,-0.0020354661348619,False,oscillating,normal,0.33558,2.86595,0.98549,-0.62188,1.19168,-0.54168,-0.04388,1,True,simulator_v1
534,20,14,HY,0.35,5,0.0709704293838855,0.0213611111111111,-0.0759848184891422,0.9486213869948212,0.4228533487953673,0.2929550264550264,-0.0348299086298037,False,oscillating,normal,0.56132,-0.34404,0.88701,-0.93576,1.02371,-0.80188,-1.35734,1,True,simulator_v1
535,20,15,IG,0.35,5,0.0054591635357992,0.0355416692297497,-0.2300150913422371,1.4972984778169969,0.1992764176295869,0.3534954223336576,-0.0059705711667704,False,stable,normal,0.06855,0.2526,-0.03667,-0.64734,-0.39327,-0.59552,-0.20149,0,True,simulator_v1
536,20,16,IG,0.35,5,0.061377557289866,0.0489568914344456,-0.2332319481411986,1.2892463521718789,0.229040547031201,0.3373700286498274,0.0100158328329952,False,stable,normal,0.48916,0.81703,-0.05596,-0.7567,-0.20463,-0.65048,0.43879,0,True,simulator_v1
537,20,17,IG,0.35,5,0.0919875079547471,0.0424325659093685,-0.2792687322965365,1.5978260421904449,0.2035733540981901,0.3850100392383674,0.042207519354392,False,stable,normal,0.7194,0.54253,-0.33203,-0.59449,-0.36604,-0.48809,1.72811,0,True,simulator_v1
538,20,18,IG,0.35,5,0.0570628515239078,0.0220212842712842,-0.1164401058534137,1.5398566546639365,0.4021990489261157,0.3704369889369889,-0.0087190264566006,False,oscillating,normal,0.45671,-0.31626,0.64441,-0.62497,0.8928,-0.53777,-0.31157,1,True,simulator_v1
539,20,19,IG,0.35,5,0.0493738190160966,0.0361418451259782,-0.1834550094848814,1.3336887378957971,0.2994034716436868,0.3413543909793909,0.0069633831251124,False,stable,normal,0.39887,0.27785,0.24254,-0.73334,0.24131,-0.6369,0.31653,0,True,simulator_v1
540,20,0,HY,0.35,10,0.018038939290957,0.0149285714285714,-0.0408907917854553,0.7977925426324095,0.3498077913398652,0.2592936507936508,-0.0207599985364954,False,oscillating,normal,0.16317,-0.61468,1.09746,-1.01505,0.56076,-0.91663,-0.79382,1,True,simulator_v1
541,20,1,IG,0.35,10,0.0767444358008446,0.0166469297503521,-0.1882163630058874,1.1513256050318958,0.228586989209166,0.3150440220228314,0.0189679790567498,False,stable,normal,0.60475,-0.54238,0.21399,-0.82921,-0.20751,-0.72659,0.79733,0,True,simulator_v1
542,20,2,HY,0.35,10,0.0693669198257389,0.0210945165945165,-0.0630254666534931,1.2496160570150596,0.4535900582144883,0.3355126262626263,-0.018830423815127,False,oscillating,normal,0.54925,-0.35525,0.96472,-0.77754,1.21851,-0.65681,-0.71654,1,True,simulator_v1
543,20,3,IG,0.35,10,0.0246385362987717,0.0170366235358495,-0.1285899888010746,1.1596023747221829,0.1944509908159792,0.3175724068672985,-0.0111497727439912,False,stable,normal,0.21281,-0.52598,0.57155,-0.82486,-0.42385,-0.71797,-0.40892,0,True,simulator_v1
544,20,4,IG,0.35,10,-0.0809126884006724,0.0085932101860389,-0.167358881262381,1.2052819042110623,0.1409551456175074,0.3298141447506941,0.0101097249004568,False,stable,normal,-0.58113,-0.88123,0.33906,-0.80084,-0.7629,-0.67624,0.44255,0,True,simulator_v1
545,20,5,IG,0.35,10,0.0264384906956357,0.0167523627759695,-0.1653934272708997,1.0404936114629684,0.1846217340794599,0.3027823380896136,-0.0142962380645187,False,stable,normal,0.22635,-0.53794,0.35085,-0.88747,-0.48615,-0.76838,-0.53494,0,True,simulator_v1
546,20,6,IG,0.35,10,0.0741023334436727,0.0343956632375665,-0.2252988280432586,1.0777536917501669,0.1921175343251153,0.3023163409755717,0.0543800937801114,False,stable,normal,0.58487,0.20438,-0.00839,-0.86788,-0.43864,-0.76997,2.21563,0,True,simulator_v1
547,20,7,IG,0.35,10,0.0658224551035296,0.0094009574017313,-0.1920812895396003,1.0940309568439277,0.206355471427125,0.3086680036939324,0.0309122431910758,False,stable,normal,0.52259,-0.84725,0.19081,-0.85932,-0.3484,-0.74832,1.27572,0,True,simulator_v1
548,20,8,IG,0.35,10,0.0868127287292436,0.0117351497408032,-0.2325791588977601,1.1847410093740938,0.2245005756963393,0.3217861529947645,-0.0006558424577172,False,stable,normal,0.68048,-0.74904,-0.05204,-0.81164,-0.23341,-0.7036,0.01137,0,True,simulator_v1
549,20,9,HY,0.35,10,-0.0903347897195942,0.0160039682539682,-0.0450477150183591,0.9020253986656196,0.2589233640951053,0.2772830687830687,-0.0183098310629765,False,oscillating,normal,-0.652,-0.56943,1.07253,-0.96026,-0.01524,-0.8553,-0.69569,1,True,simulator_v1
550,20,10,HY,0.35,10,-0.0799643758507713,0.0196449568949568,-0.0922992453502794,1.279674331252764,0.1862219060250411,0.3263530543530543,-0.0322080444722003,False,stable,normal,-0.57399,-0.41624,0.78918,-0.76174,-0.47601,-0.68804,-1.25233,0,True,simulator_v1
551,20,11,IG,0.35,10,-0.0198683273075251,0.0141283068783068,-0.0799783886454493,1.0710021956431637,0.2344182951319929,0.3011853054353054,0.0251617254405173,False,stable,normal,-0.12196,-0.64835,0.86306,-0.87143,-0.17055,-0.77383,1.0454,0,True,simulator_v1
552,20,12,HY,0.35,10,-0.2073045386739253,0.0275377955377955,-0.0783773361222866,1.0245304741198853,0.1555839058360563,0.295963924963925,-0.0211626788979248,False,stable,normal,-1.53183,-0.08416,0.87266,-0.89586,-0.67018,-0.79163,-0.80995,0,True,simulator_v1
553,20,13,HY,0.35,10,0.0810694876541801,0.0274523809523809,-0.0442189067252686,1.0337278523472762,0.4860709567880941,0.2959444444444444,0.0213850629506337,False,oscillating,normal,0.63728,-0.08775,1.0775,-0.89102,1.42436,-0.79169,0.89414,1,True,simulator_v1
554,20,14,HY,0.35,10,0.0473109841922553,0.0308109668109668,-0.0548912384348729,1.0868454733709136,0.3487079727807898,0.3029921837421837,-0.0434581604126588,False,oscillating,normal,0.38335,0.05356,1.0135,-0.8631,0.55379,-0.76767,-1.70291,1,True,simulator_v1
555,20,15,IG,0.35,10,0.0501954516388695,0.0194787871725548,-0.169664220504123,1.388393794254213,0.1650201549791812,0.3366282691050493,0.0709155104196563,False,stable,normal,0.40505,-0.42323,0.32524,-0.70459,-0.61038,-0.65301,2.8779,0,True,simulator_v1
556,20,16,IG,0.35,10,0.0398910576984307,0.0108633327456856,-0.1710637723521529,1.1347047476150405,0.1837411506971223,0.3203146398092218,0.0220527844363125,False,stable,normal,0.32754,-0.78572,0.31685,-0.83794,-0.49173,-0.70862,0.92088,0,True,simulator_v1
557,20,17,IG,0.35,10,-0.0050452026647163,0.0123367055603594,-0.2091437040201113,1.0937701699364168,0.1524427946154573,0.3097038075969089,-0.0007252097816589,False,stable,normal,-0.01046,-0.72373,0.08849,-0.85946,-0.69009,-0.74479,0.0086,0,True,simulator_v1
558,20,18,IG,0.35,10,0.066938355844972,0.0280046157546157,-0.0858638779580829,1.3381282856122312,0.3301074856185599,0.3445872275872276,0.0151195077772941,False,stable,normal,0.53099,-0.06452,0.82777,-0.73101,0.43591,-0.62588,0.6432,0,True,simulator_v1
559,20,19,IG,0.35,10,0.0640339967490106,0.0156325901767078,-0.135278939115474,1.1765265135627092,0.2312250464136062,0.3241595504169033,-0.0107340686161548,False,stable,normal,0.50914,-0.58506,0.53144,-0.81596,-0.19079,-0.69551,-0.39227,0,True,simulator_v1
560,20,0,HY,0.45,1,-0.1125873837550532,0.0551031746031746,-0.1177369590430254,2.456166997060539,0.3969108963035498,0.5097777777777778,-0.0032792685226704,False,stable,elevated,-0.81938,1.07563,0.63663,-0.14328,0.85929,-0.06279,-0.0937,0,True,simulator_v1
561,20,1,IG,0.45,1,0.0552225543553999,0.0244484126984126,-0.3824919089511459,5.029000378511161,0.398372556975946,0.8763015873015874,0.0132741418416131,False,stable,elevated,0.44286,-0.21414,-0.95103,1.20919,0.86855,1.1866,0.56929,0,True,simulator_v1
562,20,2,HY,0.45,1,0.020619248114408,0.0297380952380952,-0.173647660799915,3.1160782500007835,0.5266068197705287,0.5943492063492063,-0.0146129483768049,False,stable,elevated,0.18258,0.00842,0.30135,0.20362,1.68127,0.22549,-0.54762,0,True,simulator_v1
563,20,3,IG,0.45,1,-0.0324035365666794,0.0207751322751322,-0.2880777414815398,4.471035637001174,0.3730934022846899,0.7928293650793651,-0.008169414979794,False,stable,elevated,-0.21625,-0.36869,-0.38485,0.91589,0.70834,0.90206,-0.28955,0,True,simulator_v1
564,20,4,IG,0.45,1,-0.040535446093316,0.0165180375180375,-0.349849692115098,4.8304056865606135,0.3167677984009338,0.8497182539682538,0.0002582504892713,False,stable,elevated,-0.27741,-0.5478,-0.75528,1.1048,0.35136,1.09598,0.04799,0,True,simulator_v1
565,20,5,IG,0.45,1,-0.0716680405222485,0.0359576719576719,-0.3389795954631476,4.857976852692656,0.299415673995084,0.8513888888888889,0.0051957987430675,False,stable,elevated,-0.51159,0.2701,-0.6901,1.11929,0.24139,1.10168,0.24574,0,True,simulator_v1
566,20,6,IG,0.45,1,0.0409651102295719,0.0270853683353683,-0.4502386710770676,5.171396729912242,0.3309832105799503,0.8917936507936508,-0.007280380912589,True,collapsed_saturated,elevated,0.33562,-0.10319,-1.35729,1.28405,0.44146,1.23941,-0.25395,2,True,simulator_v1
567,20,7,IG,0.45,1,-0.0389067572987661,0.0273372572846257,-0.3902561093621808,4.9828154807337,0.2768544627350223,0.8719682539682542,-0.0093700434177875,False,stable,elevated,-0.26516,-0.09259,-0.99759,1.18492,0.0984,1.17183,-0.33764,0,True,simulator_v1
568,20,8,IG,0.45,1,-0.0390064787140653,0.0297280219780219,-0.4533616543356709,5.322006555972154,0.2295278168630322,0.9150753968253968,-0.000191907345349,True,collapsed_saturated,elevated,-0.26591,0.00799,-1.37602,1.36322,-0.20154,1.31877,0.02996,2,True,simulator_v1
569,20,9,HY,0.45,1,0.0407767111001168,0.0331031746031746,-0.1365277222980736,2.4299439209091727,0.5528073224907365,0.5181031746031746,0.0330902549213978,False,stable,elevated,0.3342,0.15,0.52395,-0.15707,1.84732,-0.03441,1.36295,0,True,simulator_v1
570,20,10,HY,0.45,1,0.0159931597046466,0.040265873015873,-0.2155294996423713,4.2798924218844485,0.4956981669632107,0.7597222222222223,-0.0245496010993004,False,stable,elevated,0.14779,0.45136,0.0502,0.81541,1.48538,0.78921,-0.9456,0,True,simulator_v1
571,20,11,IG,0.45,1,-0.0847946873976173,0.0381626984126984,-0.1967455597969678,3.804204472590277,0.3698337445896911,0.6951626984126984,-0.0119305668703743,False,stable,elevated,-0.61033,0.36288,0.16284,0.56535,0.68768,0.56914,-0.44019,0,True,simulator_v1
572,20,12,HY,0.45,1,-0.0012178063836505,0.1033121693121693,-0.1851457304809796,3.966467088769209,0.485123187141028,0.7192777777777778,0.0172192544040733,False,stable,elevated,0.01833,3.10398,0.2324,0.65065,1.41836,0.65134,0.72729,0,True,simulator_v1
573,20,13,HY,0.45,1,-0.0064251621371935,0.0675,-0.1345119880879378,2.60355479734506,0.5864288798749627,0.5381666666666667,0.0142883391592967,False,stable,elevated,-0.02084,1.59722,0.53604,-0.0658,2.06041,0.03398,0.60991,0,True,simulator_v1
574,20,14,HY,0.45,1,-0.0779984632372795,0.0724722222222222,-0.1523821640648791,2.9375946495109004,0.4167811038278496,0.5742222222222222,-0.0035915024097297,False,stable,elevated,-0.55921,1.80642,0.42888,0.10979,0.98522,0.15689,-0.1062,0,True,simulator_v1
575,20,15,IG,0.45,1,0.0146933382651982,0.0377712657712657,-0.3573843455712652,4.920712901827506,0.4020042532960895,0.8501666666666666,0.0093658376806634,False,stable,elevated,0.13801,0.34641,-0.80047,1.15227,0.89157,1.09751,0.41276,0,True,simulator_v1
576,20,16,IG,0.45,1,-0.162087662015694,0.038345238095238,-0.3460643660171963,5.032151368253761,0.2246421462089281,0.8733531746031745,0.0066850490389872,False,stable,elevated,-1.19171,0.37056,-0.73258,1.21085,-0.23251,1.17655,0.30539,0,True,simulator_v1
577,20,17,IG,0.45,1,-0.0299608595716304,0.0291100288600288,-0.4158365293807363,5.185982989759151,0.2879144095827669,0.8904759499759499,0.0183333955495909,True,collapsed_saturated,elevated,-0.19787,-0.01801,-1.15099,1.29172,0.1685,1.23492,0.77192,2,True,simulator_v1
578,20,18,IG,0.45,1,-0.0333559512755295,0.0683531746031746,-0.2037684138869048,4.017941743987431,0.4245324201580394,0.7315555555555555,-0.0009730229351041,False,stable,elevated,-0.22341,1.63311,0.12073,0.67771,1.03435,0.6932,-0.00133,0,True,simulator_v1
579,20,19,IG,0.45,1,-0.0722595401627019,0.0123174603174603,-0.2906929866503217,4.613526502351996,0.3411460838669072,0.8047777777777778,-0.0055288364881307,False,stable,elevated,-0.51604,-0.72454,-0.40054,0.99079,0.50587,0.94279,-0.18379,0,True,simulator_v1
580,20,0,HY,0.45,2,-0.0754930410610486,0.0102777777777777,-0.0936192793982334,2.4190863585345,0.3960916922771841,0.5007777777777778,-0.004977070849159,False,stable,elevated,-0.54036,-0.81036,0.78126,-0.16277,0.8541,-0.09347,-0.1617,0,True,simulator_v1
581,20,1,IG,0.45,2,0.0611390596292276,0.0671292133792133,-0.3481360896493143,4.74283499962601,0.3420277419230439,0.8329603174603174,0.000238905848564,False,stable,elevated,0.48737,1.58162,-0.74501,1.05876,0.51145,1.03886,0.04721,0,True,simulator_v1
582,20,2,HY,0.45,2,-0.0130584745666481,0.1188703703703703,-0.1340233023245564,3.296577693813158,0.4459267686379923,0.6185396825396825,0.0486668613393455,False,stable,elevated,-0.07074,3.75858,0.53897,0.2985,1.16994,0.30795,1.98681,0,True,simulator_v1
583,20,3,IG,0.45,2,0.0464288925695397,0.01725,-0.2436628057661166,4.413411872153845,0.4314664363765379,0.7815515873015872,0.0091152501387313,False,stable,elevated,0.37672,-0.51701,-0.11851,0.88559,1.07829,0.86362,0.40272,0,True,simulator_v1
584,20,4,IG,0.45,2,0.0239154990897608,0.0858832447508918,-0.311535270965227,4.661694521096877,0.2963181748276277,0.8236679894179895,-0.0015127676575181,False,stable,elevated,0.20738,2.37067,-0.52552,1.01611,0.22176,1.00718,-0.02295,0,True,simulator_v1
585,20,5,IG,0.45,2,0.0307482131125406,0.0736828911828911,-0.3180086050520681,4.326585576258212,0.3769874324314747,0.784600529100529,-0.0068577368388214,False,stable,elevated,0.25877,1.85736,-0.56434,0.83995,0.73302,0.87401,-0.23702,0,True,simulator_v1
586,20,6,IG,0.45,2,0.0200474387470318,0.0777608872608872,-0.4093900917266949,4.796186383527337,0.2627579121596459,0.8394205146705146,-0.0369482961394119,False,stable,elevated,0.17828,2.02893,-1.11233,1.08681,0.00906,1.06088,-1.44218,0,True,simulator_v1
587,20,7,IG,0.45,2,0.0839698284454457,0.028327441077441,-0.3574737991278328,4.651222483904812,0.3635937186721318,0.8239811207311208,0.0030038907694171,False,stable,elevated,0.6591,-0.05093,-0.801,1.01061,0.64813,1.00825,0.15795,0,True,simulator_v1
588,20,8,IG,0.45,2,-0.0526890874071947,0.0547361693317575,-0.4304270508289827,4.699526652333211,0.1972486437199284,0.8266016113516114,-0.0014030682413727,False,stable,elevated,-0.36883,1.06019,-1.23848,1.036,-0.40612,1.01718,-0.01855,0,True,simulator_v1
589,20,9,HY,0.45,2,0.0893146301182023,0.0478333333333333,-0.1043472348656311,2.293272299849388,0.6931316499365108,0.4849444444444444,0.0081085064566188,False,oscillating,elevated,0.6993,0.76976,0.71693,-0.22891,2.73666,-0.14744,0.3624,1,True,simulator_v1
590,20,10,HY,0.45,2,0.044394653703264,0.091339947089947,-0.186793178298014,3.909558701595997,0.4967780532754938,0.7071547619047618,-0.0330589580066955,False,stable,elevated,0.36142,2.60026,0.22252,0.62073,1.49222,0.61002,-1.28641,0,True,simulator_v1
591,20,11,IG,0.45,2,0.023942188381607,0.1051322751322751,-0.1638224895094545,3.749582056529967,0.4786096595101549,0.7007222222222222,0.0158177049814045,False,stable,elevated,0.20758,3.18056,0.36027,0.53664,1.37708,0.58809,0.67116,0,True,simulator_v1
592,20,12,HY,0.45,2,-0.0149313795855169,0.0508769841269841,-0.1627352182837022,3.483107575600756,0.4218728286486973,0.6556111111111111,0.0179432090263513,False,stable,elevated,-0.08482,0.89782,0.36679,0.39656,1.01749,0.43432,0.75629,0,True,simulator_v1
593,20,13,HY,0.45,2,0.0061132293235348,0.0492010582010582,-0.1076952205686511,2.290783241666188,0.48266145608711,0.4854047619047619,0.0180471206823621,False,stable,elevated,0.07347,0.8273,0.69685,-0.23022,1.40275,-0.14587,0.76045,0,True,simulator_v1
594,20,14,HY,0.45,2,0.1119626624021667,0.0201944444444444,-0.1279089507131529,2.541300299498601,0.9377594750347772,0.5126944444444445,-0.0231781610885516,False,oscillating,elevated,0.86965,-0.39312,0.57563,-0.09853,4.28705,-0.05285,-0.89067,1,True,simulator_v1
595,20,15,IG,0.45,2,0.0347602891372517,0.0582424057424057,-0.3170776390054917,4.5915284150881055,0.3502604044664392,0.8086375661375662,-0.0046195344756119,False,stable,elevated,0.28895,1.20771,-0.55876,0.97923,0.56363,0.95595,-0.14738,0,True,simulator_v1
596,20,16,IG,0.45,2,-0.0627830400984856,0.1009668664668664,-0.3149501851053638,4.758268052162771,0.2348873192617322,0.8401349206349207,0.004057262652308,False,stable,elevated,-0.44476,3.0053,-0.546,1.06688,-0.16758,1.06332,0.20014,0,True,simulator_v1
597,20,17,IG,0.45,2,-0.0871685076832433,0.0533679240149828,-0.3769800150373152,4.921606704125352,0.1937177157530147,0.8566005291005291,-0.0222443087450173,False,stable,elevated,-0.62818,1.00262,-0.91798,1.15274,-0.4285,1.11944,-0.85327,0,True,simulator_v1
598,20,18,IG,0.45,2,-0.0590359373396539,0.1818796296296296,-0.1737113318412086,3.948902292309654,0.3457880004528303,0.7194880952380952,0.0075346727676436,False,stable,elevated,-0.41657,6.40963,0.30097,0.64141,0.53528,0.65206,0.33941,0,True,simulator_v1
599,20,19,IG,0.45,2,0.0413843693982612,0.0286994949494949,-0.2588053174306938,4.299715608833759,0.4028766682803447,0.77325,0.0079110714611606,False,stable,elevated,0.33877,-0.03528,-0.20931,0.82583,0.8971,0.83532,0.35449,0,True,simulator_v1
600,20,0,HY,0.45,5,0.03860688559661,0.0325595238095238,-0.0677157617863483,2.005195495544776,0.4386121033865449,0.4315833333333333,0.035156004176569,False,stable,elevated,0.31788,0.12713,0.9366,-0.38035,1.12358,-0.32933,1.44568,0,True,simulator_v1
601,20,1,IG,0.45,5,0.03192915711226,0.019263316433595,-0.3082640796220213,2.415660723865465,0.2265338067618829,0.4975894888994734,0.0169493358790558,False,stable,elevated,0.26765,-0.4323,-0.50591,-0.16458,-0.22052,-0.10433,0.71648,0,True,simulator_v1
602,20,2,HY,0.45,5,0.0815306628729879,0.01825,-0.1040958631297665,2.2706173146991557,0.5652651127011007,0.4766785714285714,0.0083616274615675,False,stable,elevated,0.64075,-0.47493,0.71843,-0.24082,1.92628,-0.17561,0.37254,0,True,simulator_v1
603,20,3,IG,0.45,5,-0.0097907152668919,0.0203431383431383,-0.2105233215195826,2.3955839308995195,0.2147364336470626,0.4907538387538387,0.0110968234060473,False,stable,elevated,-0.04616,-0.38687,0.08022,-0.17513,-0.29529,-0.12764,0.48208,0,True,simulator_v1
604,20,4,IG,0.45,5,0.0498087523280833,0.0332675687602158,-0.2737021169210512,2.448878996201409,0.2411881217364623,0.4997934010434011,-0.028469790012005,False,stable,elevated,0.40214,0.15692,-0.29865,-0.14711,-0.12764,-0.09682,-1.10261,0,True,simulator_v1
605,20,5,IG,0.45,5,-0.0509594003988119,0.0100573645767144,-0.2694362294912361,2.281672584963064,0.2065622870066548,0.4753287592037592,-0.0245968039809678,False,stable,elevated,-0.35582,-0.81963,-0.27307,-0.23501,-0.34709,-0.18022,-0.94749,0,True,simulator_v1
