run_id,universe_size,bond_id,rating_bucket,epsilon,n_dealers,br_slope,sinkhorn_wasserstein_tau_shift,dlambda_informed_ddelta,h_tail_mean,h_tail_std,tau_tail_mean,q_tail_mean,hit_cap,stability_label,adversarial_regime,br_slope_z,sinkhorn_wasserstein_tau_shift_z,dlambda_informed_ddelta_z,h_tail_mean_z,h_tail_std_z,tau_tail_mean_z,q_tail_mean_z,stability_code,data_is_synthetic,primary_source,split,episode_id
998,20,18,IG,0.95,2,-0.0618918400620863,0.0137708032708032,-0.3238078186657021,5.14942949292933,0.2307651211748934,0.8895753968253968,-0.0040924648382136,True,collapsed_saturated,crisis,-0.43805,-0.66339,-0.59912,1.2725,-0.1937,1.23185,-0.12627,2,True,simulator_v1,held_out,18_e0.95_n2_u20
999,20,19,IG,0.95,2,-0.1464331810279501,0.0280855533355533,-0.4907069980031039,5.416906612789797,0.1259046637535969,0.9308769841269844,-0.0048578436252812,True,collapsed_saturated,crisis,-1.07396,-0.06111,-1.59996,1.41311,-0.85828,1.37263,-0.15692,2,True,simulator_v1,held_out,19_e0.95_n2_u20
1000,20,0,HY,0.95,5,-0.0777702768201172,0.0387380952380952,-0.1242335357871665,4.015352070354744,0.3183237129317148,0.723047619047619,-0.0033529465876996,False,stable,crisis,-0.55749,0.38709,0.59767,0.67634,0.36122,0.6642,-0.09665,0,True,simulator_v1,held_out,0_e0.95_n5_u20
1001,20,1,IG,0.95,5,0.0077769996493246,0.0372360094205676,-0.5521742544666141,4.842209454771363,0.139085426327201,0.8374164858905571,-0.0051754639503278,False,stable,crisis,0.08598,0.32389,-1.96857,1.111,-0.77475,1.05405,-0.16964,0,True,simulator_v1,held_out,1_e0.95_n5_u20
1002,20,2,HY,0.95,5,0.014082440432437,0.0236415343915343,-0.1941585010185466,4.242231376410161,0.321050204875345,0.7575965608465609,0.0239031546081921,False,stable,crisis,0.13341,-0.24809,0.17835,0.79561,0.3785,0.78196,0.99499,0,True,simulator_v1,held_out,2_e0.95_n5_u20
1003,20,3,IG,0.95,5,0.0289969788276001,0.0517436211449369,-0.3853042048769564,4.668306653584705,0.2215805104060186,0.819122914122914,0.0179290291587564,False,stable,crisis,0.2456,0.93428,-0.96789,1.01959,-0.25191,0.99169,0.75572,0,True,simulator_v1,held_out,3_e0.95_n5_u20
1004,20,4,IG,0.95,5,0.0037060403334621,0.0346387673214298,-0.495922266772705,4.693399275648712,0.1570513315278215,0.820207154372402,0.0162525930354593,False,stable,crisis,0.05536,0.21461,-1.63124,1.03278,-0.66088,0.99539,0.68858,0,True,simulator_v1,held_out,4_e0.95_n5_u20
1005,20,5,IG,0.95,5,-0.0748518441631317,0.0389191151985269,-0.4858768564475933,4.701153557557495,0.1304904724586644,0.826541965931672,0.0076841980218396,False,stable,crisis,-0.53554,0.3947,-1.571,1.03685,-0.82922,1.01698,0.3454,0,True,simulator_v1,held_out,5_e0.95_n5_u20
1006,20,6,IG,0.95,5,0.0530132521452776,0.0250894939241621,-0.6705268864120835,4.536305261726593,0.1698886145439784,0.8042424523703464,0.040563615314597,False,stable,crisis,0.42625,-0.18717,-2.67829,0.9502,-0.57952,0.94097,1.66226,0,True,simulator_v1,held_out,6_e0.95_n5_u20
1007,20,7,IG,0.95,5,0.0162684709038672,0.0081163826530887,-0.5654239168292987,4.742884972508514,0.1444318917011764,0.8296313480551096,-0.0018831061145233,False,stable,crisis,0.14986,-0.9013,-2.04802,1.05879,-0.74086,1.02751,-0.03778,0,True,simulator_v1,held_out,7_e0.95_n5_u20
